modello,priorita,articolo,attivita,operazione
21801,A,F010-000541K1,AC,0030
21801,A,F010-000541K1,AC,0040
21801,A,F010-000541K1,ASC,0050
21801,A,F010-000541K1,AV,0060
21806,A,F010-000550,AL_GENERALOTTO,0010
21806,A,F010-000550,AC,0030
21806,A,F010-000550,AC,0040
21806,A,F010-000550,ASC,0050
21806,A,F010-000550,AV,0060
21806,A,F010-000550,AC,0020
21807,A,F010-000551,AL_GENERALOTTO,0010
21807,A,F010-000551,AC,0030
21807,A,F010-000551,AC,0040
21807,A,F010-000551,ASC,0050
21807,A,F010-000551,AV,0060
21807,A,F010-000551,AC,0020
21808,A,F010-000553C,AL_GENERALOTTO,0010
21808,A,F010-000553C,AC,0020
21808,A,F010-000553C,AC,0030
21808,A,F010-000553C,AC,0040
21808,A,F010-000553C,AC,0050
21808,A,F010-000553C,AC,0060
21808,A,F010-000553C,AC,0070
21808,A,F010-000553C,AC,0080
21808,A,F010-000553C,ASC,0090
21808,A,F010-000553C,AV,0100
21809,A,F010-000553,AL_GENERALOTTO,0010
21809,A,F010-000553,AC,0020
21809,A,F010-000553,AC,0030
21809,A,F010-000553,AC,0040
21809,A,F010-000553,AC,0050
21809,A,F010-000553,AC,0060
21809,A,F010-000553,AC,0070
21809,A,F010-000553,ASC,0080
21809,A,F010-000553,AV,0090
21810,A,F010-000577,AL_GENERALOTTO,0010
21810,A,F010-000577,AC,0020
21810,A,F010-000577,AC,0030
21810,A,F010-000577,AC,0040
21810,A,F010-000577,ASC,0050
21810,A,F010-000577,AV,0060
21811,A,F010-000581,AL_GENERALOTTO,0010
21811,A,F010-000581,AC,0020
21811,A,F010-000581,ASC,0030
21811,A,F010-000581,AV,0040
21812,A,F010-000582,AL_GENERALOTTO,0010
21812,A,F010-000582,AC,0020
21812,A,F010-000582,ASC,0030
21812,A,F010-000582,AV,0040
21817,B,F010-000586,AL_GENERALOTTO,0010
21817,B,F010-000586,AC,0020
21817,B,F010-000586,AC,0030
21817,B,F010-000586,AC,0040
21817,B,F010-000586,ASC,0050
21817,B,F010-000586,AV,0060
21818,A,F010-000586,AL_GENERALOTTO,0010
21818,A,F010-000586,AC,0020
21818,A,F010-000586,AC,0030
21818,A,F010-000586,AC,0040
21818,A,F010-000586,ASC,0050
21818,A,F010-000586,AV,0060
21829,B,F010-000588,AL_GENERALOTTO,0010
21829,B,F010-000588,AC,0020
21829,B,F010-000588,AC,0030
21829,B,F010-000588,AC,0040
21829,B,F010-000588,ASC,0050
21829,B,F010-000588,AV,0060
21830,A,F010-000588,AL_GENERALOTTO,0010
21830,A,F010-000588,AC,0020
21830,A,F010-000588,AC,0030
21830,A,F010-000588,AC,0040
21830,A,F010-000588,ASC,0050
21830,A,F010-000588,AV,0060
21831,A,F010-000597A,AL_GENERALOTTO,0010
21831,A,F010-000597A,AC,0020
21831,A,F010-000597A,AC,0030
21831,A,F010-000597A,AC,0040
21831,A,F010-000597A,ASC,0050
21831,A,F010-000597A,AV,0060
21833,A,F010-000622C,AL_GENERALOTTO,0010
21833,A,F010-000622C,AC,0020
21833,A,F010-000622C,AC,0030
21833,A,F010-000622C,AC,0040
21833,A,F010-000622C,AC,0050
21833,A,F010-000622C,ASC,0060
21833,A,F010-000622C,AV,0070
21835,A,F010-000638,AL_GENERALOTTO,0010
21835,A,F010-000638,AC,0020
21835,A,F010-000638,AC,0030
21835,A,F010-000638,ASC,0040
21835,A,F010-000638,AV,0050
21836,A,F010-000639,AL_GENERALOTTO,0010
21836,A,F010-000639,AC,0020
21836,A,F010-000639,AC,0030
21836,A,F010-000639,ASC,0040
21836,A,F010-000639,AV,0050
21837,A,F010-000641K1,AL_GENERALOTTO,0010
21837,A,F010-000641K1,AC,0020
21837,A,F010-000641K1,ASC,0030
21837,A,F010-000641K1,AV,0040
21838,A,F010-000644K1,AL_GENERALOTTO,0010
21838,A,F010-000644K1,AC,0020
21838,A,F010-000644K1,AC,0030
21838,A,F010-000644K1,AC,0040
21838,A,F010-000644K1,ASC,0050
21838,A,F010-000644K1,AV,0060
21841,A,F010-000646,AL_GENERALOTTO,0010
21841,A,F010-000646,AC,0030
21841,A,F010-000646,ASC,0040
21841,A,F010-000646,AV,0050
21841,A,F010-000646,AC,0020
21842,A,F010-000649K4,AL_GENERALOTTO,0010
21842,A,F010-000649K4,AC,0020
21842,A,F010-000649K4,ASC,0030
21842,A,F010-000649K4,AV,0040
21843,A,F010-000660,AL_GENERALOTTO,0010
21843,A,F010-000660,AC,0020
21843,A,F010-000660,AC,0030
21843,A,F010-000660,AC,0040
21843,A,F010-000660,ASC,0050
21843,A,F010-000660,AV,0060
21846,B,F010-000662K1,AL_GENERALOTTO,0010
21846,B,F010-000662K1,AC,0020
21846,B,F010-000662K1,AC,0030
21846,B,F010-000662K1,AC,0040
21846,B,F010-000662K1,ASC,0050
21846,B,F010-000662K1,AV,0060
21847,A,F010-000662K1,AL_GENERALOTTO,0010
21847,A,F010-000662K1,AC,0020
21847,A,F010-000662K1,AC,0030
21847,A,F010-000662K1,AC,0040
21847,A,F010-000662K1,ASC,0050
21847,A,F010-000662K1,AV,0060
21850,A,F010-000664,AL_GENERALOTTO,0010
21850,A,F010-000664,AC,0030
21850,A,F010-000664,AC,0040
21850,A,F010-000664,ASC,0050
21850,A,F010-000664,AV,0060
21850,A,F010-000664,AC,0020
21851,A,F010-000665,AL_GENERALOTTO,0010
21851,A,F010-000665,AC,0030
21851,A,F010-000665,AC,0040
21851,A,F010-000665,ASC,0050
21851,A,F010-000665,AV,0060
21851,A,F010-000665,AC,0020
21852,A,F010-000671B,AL_GENERALOTTO,0010
21852,A,F010-000671B,AC,0020
21852,A,F010-000671B,ASC,0030
21852,A,F010-000671B,AV,0040
21853,A,F010-000679,AL_GENERALOTTO,0010
21853,A,F010-000679,AC,0020
21853,A,F010-000679,ASC,0030
21853,A,F010-000679,AV,0040
21856,A,F010-000684,AL_GENERALOTTO,0010
21856,A,F010-000684,AC,0030
21856,A,F010-000684,AC,0040
21856,A,F010-000684,ASC,0050
21856,A,F010-000684,AV,0060
21856,A,F010-000684,AC,0020
21857,A,F010-000685,AL_GENERALOTTO,0010
21857,A,F010-000685,AC,0030
21857,A,F010-000685,AC,0040
21857,A,F010-000685,ASC,0050
21857,A,F010-000685,AV,0060
21857,A,F010-000685,AC,0020
21858,A,F010-000695,AL_GENERALOTTO,0010
21858,A,F010-000695,AC,0020
21858,A,F010-000695,AC,0030
21858,A,F010-000695,AC,0040
21858,A,F010-000695,AC,0050
21858,A,F010-000695,ASC,0060
21858,A,F010-000695,AV,0070
21859,A,F010-000697,AL_GENERALOTTO,0010
21859,A,F010-000697,AC,0020
21859,A,F010-000697,AC,0030
21859,A,F010-000697,AC,0040
21859,A,F010-000697,AC,0050
21859,A,F010-000697,ASC,0060
21859,A,F010-000697,AV,0070
21860,A,F010-000702,AL_GENERALOTTO,0010
21860,A,F010-000702,AC,0020
21860,A,F010-000702,AC,0030
21860,A,F010-000702,AC,0040
21860,A,F010-000702,AC,0050
21860,A,F010-000702,AV,0070
21860,A,F010-000702,ASC,0060
21861,A,F010-000724,AL_GENERALOTTO,0010
21861,A,F010-000724,AC,0020
21861,A,F010-000724,AC,0030
21861,A,F010-000724,AC,0040
21861,A,F010-000724,ASC,0050
21861,A,F010-000724,AV,0060
21862,A,F010-000725,AL_GENERALOTTO,0010
21862,A,F010-000725,AC,0020
21862,A,F010-000725,AC,0030
21862,A,F010-000725,AC,0040
21862,A,F010-000725,ASC,0050
21862,A,F010-000725,AV,0060
21863,A,F010-000728,AL_GENERALOTTO,0010
21863,A,F010-000728,AC,0020
21863,A,F010-000728,AC,0030
21863,A,F010-000728,ASC,0040
21863,A,F010-000728,AW,0050
21865,A,F010-000751,AL_GENERALOTTO,0010
21865,A,F010-000751,AC,0020
21865,A,F010-000751,ASC,0030
21865,A,F010-000751,AV,0040
21866,A,F010-000752,AL_GENERALOTTO,0010
21866,A,F010-000752,AC,0020
21866,A,F010-000752,ASC,0030
21866,A,F010-000752,AV,0040
21867,A,F010-000760,AL_GENERALOTTO,0010
21867,A,F010-000760,AC,0020
21867,A,F010-000760,AC,0030
21867,A,F010-000760,AC,0040
21867,A,F010-000760,AC,0050
21867,A,F010-000760,ASC,0060
21867,A,F010-000760,AV,0070
21868,A,F010-000761,AL_GENERALOTTO,0010
21868,A,F010-000761,AC,0020
21868,A,F010-000761,AC,0030
21868,A,F010-000761,AC,0040
21868,A,F010-000761,AC,0050
21868,A,F010-000761,ASC,0060
21868,A,F010-000761,AV,0070
21869,A,F010-000762,AL_GENERALOTTO,0010
21869,A,F010-000762,AC,0020
21869,A,F010-000762,ASC,0030
21869,A,F010-000762,AV,0040
21870,A,F010-000771,AL_GENERALOTTO,0010
21870,A,F010-000771,AC,0020
21870,A,F010-000771,ASC,0030
21870,A,F010-000771,AV,0040
21871,A,F010-000782,AL_GENERALOTTO,0010
21871,A,F010-000782,AC,0020
21871,A,F010-000782,AC,0030
21871,A,F010-000782,ASC,0040
21871,A,F010-000782,AC,0050
21871,A,F010-000782,AC,0060
21871,A,F010-000782,AC,0070
21871,A,F010-000782,AC,0080
21871,A,F010-000782,ASC,0090
21871,A,F010-000782,AV,0100
21872,A,F010-000784,AL_GENERALOTTO,0010
21872,A,F010-000784,AC,0020
21872,A,F010-000784,AC,0030
21872,A,F010-000784,ASC,0040
21872,A,F010-000784,AC,0050
21872,A,F010-000784,AC,0060
21872,A,F010-000784,AC,0070
21872,A,F010-000784,AC,0080
21872,A,F010-000784,ASC,0090
21872,A,F010-000784,AV,0100
21876,A,F010-000787,AL_GENERALOTTO,0010
21876,A,F010-000787,AC,0020
21876,A,F010-000787,AC,0030
21876,A,F010-000787,AC,0040
21876,A,F010-000787,ASC,0050
21876,A,F010-000787,AV,0060
21877,A,F010-000792,AL_GENERALOTTO,0010
21877,A,F010-000792,AC,0020
21877,A,F010-000792,ASC,0030
21877,A,F010-000792,AV,0040
21878,A,F010-000796,AL_GENERALOTTO,0010
21878,A,F010-000796,AC,0030
21878,A,F010-000796,AC,0040
21878,A,F010-000796,AC,0050
21878,A,F010-000796,ASC,0060
21878,A,F010-000796,AV,0070
21878,A,F010-000796,AC,0020
21879,A,F010-000803A,AL_GENERALOTTO,0010
21879,A,F010-000803A,AC,0020
21879,A,F010-000803A,ASC,0030
21879,A,F010-000803A,AV,0040
21881,A,F010-000808,AL_GENERALOTTO,0010
21881,A,F010-000808,AC,0020
21881,A,F010-000808,AC,0030
21881,A,F010-000808,ASC,0040
21881,A,F010-000808,AV,0050
21882,A,F010-000814,AL_GENERALOTTO,0010
21882,A,F010-000814,AC,0020
21882,A,F010-000814,AC,0030
21882,A,F010-000814,AC,0040
21882,A,F010-000814,AC,0050
21882,A,F010-000814,ASC,0060
21882,A,F010-000814,AV,0070
21883,A,F010-000815,AL_GENERALOTTO,0010
21883,A,F010-000815,AC,0020
21883,A,F010-000815,AC,0030
21883,A,F010-000815,AC,0040
21883,A,F010-000815,AC,0050
21883,A,F010-000815,ASC,0060
21883,A,F010-000815,AV,0070
21884,A,F010-000816,AL_GENERALOTTO,0010
21884,A,F010-000816,AC,0020
21884,A,F010-000816,AC,0030
21884,A,F010-000816,AC,0040
21884,A,F010-000816,AC,0050
21884,A,F010-000816,ASC,0060
21884,A,F010-000816,AV,0070
21885,A,F010-000828,AL_GENERALOTTO,0010
21885,A,F010-000828,AC,0020
21885,A,F010-000828,ASC,0030
21885,A,F010-000828,AV,0040
21887,A,F010-000838,AL_GENERALOTTO,0010
21887,A,F010-000838,AC,0020
21887,A,F010-000838,AC,0030
21887,A,F010-000838,AC,0040
21887,A,F010-000838,ASC,0050
21887,A,F010-000838,AV,0060
21889,A,F010-000839,AL_GENERALOTTO,0010
21889,A,F010-000839,AC,0020
21889,A,F010-000839,AC,0030
21889,A,F010-000839,AC,0040
21889,A,F010-000839,ASC,0050
21889,A,F010-000839,AV,0060
21892,A,F010-000840,AL_GENERALOTTO,0010
21892,A,F010-000840,AC,0020
21892,A,F010-000840,AC,0030
21892,A,F010-000840,AC,0040
21892,A,F010-000840,ASC,0050
21892,A,F010-000840,AV,0060
21897,A,F010-000844,AL_GENERALOTTO,0010
21897,A,F010-000844,AC,0020
21897,A,F010-000844,AC,0030
21897,A,F010-000844,AC,0040
21897,A,F010-000844,ASC,0050
21897,A,F010-000844,AV,0060
21902,A,F010-000845,AL_GENERALOTTO,0010
21902,A,F010-000845,AC,0020
21902,A,F010-000845,AC,0030
21902,A,F010-000845,AC,0040
21902,A,F010-000845,ASC,0050
21902,A,F010-000845,AV,0060
21904,A,F010-000846,AL_GENERALOTTO,0010
21904,A,F010-000846,AC,0020
21904,A,F010-000846,AC,0030
21904,A,F010-000846,AC,0040
21904,A,F010-000846,ASC,0050
21904,A,F010-000846,AV,0060
21907,A,F010-000847,AL_GENERALOTTO,0010
21907,A,F010-000847,AC,0020
21907,A,F010-000847,AC,0030
21907,A,F010-000847,AC,0040
21907,A,F010-000847,ASC,0050
21907,A,F010-000847,AV,0060
21908,A,F010-000860K1,AL_GENERALOTTO,0010
21908,A,F010-000860K1,AC,0020
21908,A,F010-000860K1,ASC,0030
21908,A,F010-000860K1,AV,0040
21909,A,F010-000868,AL_GENERALOTTO,0010
21909,A,F010-000868,AC,0020
21909,A,F010-000868,AC,0030
21909,A,F010-000868,ASC,0040
21909,A,F010-000868,AV,0050
21910,A,F010-000869,AL_GENERALOTTO,0010
21910,A,F010-000869,AC,0020
21910,A,F010-000869,ASC,0030
21910,A,F010-000869,AV,0040
21913,B,F010-000870HEN,AL_GENERALOTTO,0010
21913,B,F010-000870HEN,AC,0020
21913,B,F010-000870HEN,AC,0030
21913,B,F010-000870HEN,AC,0040
21913,B,F010-000870HEN,ASC,0050
21913,B,F010-000870HEN,AV,0060
21914,A,F010-000870HEN,AL_GENERALOTTO,0010
21914,A,F010-000870HEN,AC,0020
21914,A,F010-000870HEN,AC,0030
21914,A,F010-000870HEN,AC,0040
21914,A,F010-000870HEN,ASC,0050
21914,A,F010-000870HEN,AV,0060
21915,B,F010-000870K1,AL_GENERALOTTO,0010
21915,B,F010-000870K1,AC,0020
21915,B,F010-000870K1,AC,0030
21915,B,F010-000870K1,AC,0040
21915,B,F010-000870K1,ASC,0050
21915,B,F010-000870K1,AV,0060
21916,A,F010-000870K1,AL_GENERALOTTO,0010
21916,A,F010-000870K1,AC,0020
21916,A,F010-000870K1,AC,0030
21916,A,F010-000870K1,AC,0040
21916,A,F010-000870K1,ASC,0050
21916,A,F010-000870K1,AV,0060
21919,B,F010-000870,AL_GENERALOTTO,0010
21919,B,F010-000870,AC,0020
21919,B,F010-000870,AC,0030
21919,B,F010-000870,AC,0040
21919,B,F010-000870,ASC,0050
21919,B,F010-000870,AV,0060
21920,A,F010-000870,AL_GENERALOTTO,0010
21920,A,F010-000870,AC,0020
21920,A,F010-000870,AC,0030
21920,A,F010-000870,AC,0040
21920,A,F010-000870,ASC,0050
21920,A,F010-000870,AV,0060
21921,B,F010-000871B,AL_GENERALOTTO,0010
21921,B,F010-000871B,AC,0020
21921,B,F010-000871B,AC,0030
21921,B,F010-000871B,AC,0040
21921,B,F010-000871B,ASC,0050
21921,B,F010-000871B,AV,0060
21922,A,F010-000871B,AL_GENERALOTTO,0010
21922,A,F010-000871B,AC,0020
21922,A,F010-000871B,AC,0030
21922,A,F010-000871B,AC,0040
21922,A,F010-000871B,ASC,0050
21922,A,F010-000871B,AV,0060
21927,A,F010-000876,AL_GENERALOTTO,0010
21927,A,F010-000876,AC,0020
21927,A,F010-000876,AC,0030
21927,A,F010-000876,ASC,0040
21927,A,F010-000876,AV,0050
21928,A,F010-000877,AL_GENERALOTTO,0010
21928,A,F010-000877,AC,0020
21928,A,F010-000877,ASC,0030
21928,A,F010-000877,AV,0040
21933,B,F010-000884K1,AL_GENERALOTTO,0010
21933,B,F010-000884K1,AC,0020
21933,B,F010-000884K1,AC,0030
21933,B,F010-000884K1,AC,0040
21933,B,F010-000884K1,ASC,0050
21933,B,F010-000884K1,AV,0060
21934,A,F010-000884K1,AL_GENERALOTTO,0010
21934,A,F010-000884K1,AC,0020
21934,A,F010-000884K1,AC,0030
21934,A,F010-000884K1,AC,0040
21934,A,F010-000884K1,ASC,0050
21934,A,F010-000884K1,AV,0060
21937,B,F010-000884,AL_GENERALOTTO,0010
21937,B,F010-000884,AC,0020
21937,B,F010-000884,AC,0030
21937,B,F010-000884,AC,0040
21937,B,F010-000884,ASC,0050
21937,B,F010-000884,AV,0060
21938,A,F010-000884,AL_GENERALOTTO,0010
21938,A,F010-000884,AC,0020
21938,A,F010-000884,AC,0030
21938,A,F010-000884,AC,0040
21938,A,F010-000884,ASC,0050
21938,A,F010-000884,AV,0060
21939,A,F010-000885,AL_GENERALOTTO,0010
21939,A,F010-000885,AC,0020
21939,A,F010-000885,ASC,0030
21939,A,F010-000885,AV,0040
21940,A,F010-000886,AL_GENERALOTTO,0010
21940,A,F010-000886,AC,0020
21940,A,F010-000886,ASC,0030
21940,A,F010-000886,AV,0040
21941,A,F010-000887,AL_GENERALOTTO,0010
21941,A,F010-000887,AC,0020
21941,A,F010-000887,ASC,0030
21941,A,F010-000887,AV,0040
21942,A,F010-000888,AL_GENERALOTTO,0010
21942,A,F010-000888,AC,0020
21942,A,F010-000888,ASC,0030
21942,A,F010-000888,AV,0040
21943,A,F010-000889,AL_GENERALOTTO,0010
21943,A,F010-000889,AC,0020
21943,A,F010-000889,ASC,0030
21943,A,F010-000889,AV,0040
21944,A,F010-000894,AL_GENERALOTTO,0010
21944,A,F010-000894,AC,0020
21944,A,F010-000894,AC,0030
21944,A,F010-000894,AC,0040
21944,A,F010-000894,AFC,0050
21944,A,F010-000894,AV,0060
21945,A,F010-000899,AL_GENERALOTTO,0010
21945,A,F010-000899,AC,0020
21945,A,F010-000899,ASC,0030
21945,A,F010-000899,AV,0040
21946,A,F010-000900,AL_GENERALOTTO,0010
21946,A,F010-000900,AC,0020
21946,A,F010-000900,AC,0030
21946,A,F010-000900,ASC,0040
21946,A,F010-000900,AV,0050
21955,A,F010-000907,AL_GENERALOTTO,0010
21955,A,F010-000907,AC,0020
21955,A,F010-000907,AC,0030
21955,A,F010-000907,AC,0040
21955,A,F010-000907,ASC,0050
21955,A,F010-000907,AV,0060
21956,A,F010-000908,AL_GENERALOTTO,0010
21956,A,F010-000908,AC,0020
21956,A,F010-000908,AC,0030
21956,A,F010-000908,AC,0040
21956,A,F010-000908,ASC,0050
21956,A,F010-000908,AV,0060
21957,A,F010-000909,AL_GENERALOTTO,0010
21957,A,F010-000909,AC,0020
21957,A,F010-000909,AC,0030
21957,A,F010-000909,AC,0040
21957,A,F010-000909,ASC,0050
21957,A,F010-000909,AV,0060
21958,A,F010-000910,AL_GENERALOTTO,0010
21958,A,F010-000910,AC,0020
21958,A,F010-000910,AC,0030
21958,A,F010-000910,AC,0040
21958,A,F010-000910,ASC,0050
21958,A,F010-000910,AV,0060
21959,A,F010-000912,AL_GENERALOTTO,0010
21959,A,F010-000912,AC,0020
21959,A,F010-000912,ASC,0030
21959,A,F010-000912,AV,0040
21960,A,F010-000924,AL_GENERALOTTO,0010
21960,A,F010-000924,AC,0020
21960,A,F010-000924,AC,0030
21960,A,F010-000924,ASC,0040
21960,A,F010-000924,AV,0050
21962,A,F010-000948,AL_GENERALOTTO,0010
21962,A,F010-000948,AC,0020
21962,A,F010-000948,ASC,0030
21962,A,F010-000948,AV,0040
21963,A,F010-001002,AL_GENERALOTTO,0010
21963,A,F010-001002,AC,0020
21963,A,F010-001002,AC,0030
21963,A,F010-001002,AC,0040
21963,A,F010-001002,AC,0050
21963,A,F010-001002,ASC,0060
21963,A,F010-001002,AV,0070
21964,A,F010-001005K4,AL_GENERALOTTO,0010
21964,A,F010-001005K4,AC,0020
21964,A,F010-001005K4,ASC,0030
21964,A,F010-001005K4,AV,0040
21965,A,F010-001006,AL_GENERALOTTO,0010
21965,A,F010-001006,AC,0020
21965,A,F010-001006,ASC,0030
21965,A,F010-001006,AV,0040
21968,B,F010-001008HEN,AL_GENERALOTTO,0010
21968,B,F010-001008HEN,AC,0020
21968,B,F010-001008HEN,AC,0030
21968,B,F010-001008HEN,AC,0040
21968,B,F010-001008HEN,ASC,0050
21968,B,F010-001008HEN,AV,0060
21969,A,F010-001008HEN,AL_GENERALOTTO,0010
21969,A,F010-001008HEN,AC,0020
21969,A,F010-001008HEN,AC,0030
21969,A,F010-001008HEN,AC,0040
21969,A,F010-001008HEN,ASC,0050
21969,A,F010-001008HEN,AV,0060
21970,B,F010-001008K1,AL_GENERALOTTO,0010
21970,B,F010-001008K1,AC,0020
21970,B,F010-001008K1,AC,0030
21970,B,F010-001008K1,AC,0040
21970,B,F010-001008K1,ASC,0050
21970,B,F010-001008K1,AV,0060
21971,A,F010-001008K1,AL_GENERALOTTO,0010
21971,A,F010-001008K1,AC,0020
21971,A,F010-001008K1,AC,0030
21971,A,F010-001008K1,AC,0040
21971,A,F010-001008K1,ASC,0050
21971,A,F010-001008K1,AV,0060
21974,B,F010-001008,AL_GENERALOTTO,0010
21974,B,F010-001008,AC,0020
21974,B,F010-001008,AC,0030
21974,B,F010-001008,AC,0040
21974,B,F010-001008,ASC,0050
21974,B,F010-001008,AV,0060
21975,A,F010-001008,AL_GENERALOTTO,0010
21975,A,F010-001008,AC,0020
21975,A,F010-001008,AC,0030
21975,A,F010-001008,AC,0040
21975,A,F010-001008,ASC,0050
21975,A,F010-001008,AV,0060
21978,A,F010-001033,AL_GENERALOTTO,0010
21978,A,F010-001033,AC,0020
21978,A,F010-001033,ASC_ST_PVD,0030
21978,A,F010-001033,AC,0040
21978,A,F010-001033,AC,0050
21978,A,F010-001033,AC,0060
21978,A,F010-001033,AC,0070
21978,A,F010-001033,AC,0080
21978,A,F010-001033,ASC,0090
21978,A,F010-001033,AS,0100
21978,A,F010-001033,AV,0110
21979,A,F010-001034,AL_GENERALOTTO,0010
21979,A,F010-001034,AC,0040
21979,A,F010-001034,AC,0050
21979,A,F010-001034,ASC,0060
21979,A,F010-001034,AV,0070
21979,A,F010-001034,AC,0020
21979,A,F010-001034,AC,0030
21980,A,F010-001036,AL_GENERALOTTO,0010
21980,A,F010-001036,AC,0040
21980,A,F010-001036,AC,0050
21980,A,F010-001036,ASC,0060
21980,A,F010-001036,AC,0090
21980,A,F010-001036,AC,0100
21980,A,F010-001036,ASC,0110
21980,A,F010-001036,AV,0120
21980,A,F010-001036,AC,0020
21980,A,F010-001036,AC,0030
21980,A,F010-001036,AC,0070
21981,A,F010-001037,AL_GENERALOTTO,0010
21981,A,F010-001037,AC,0030
21981,A,F010-001037,AC,0040
21981,A,F010-001037,ASC,0050
21981,A,F010-001037,AV,0060
21981,A,F010-001037,AC,0020
21982,A,F010-001038,AL_GENERALOTTO,0010
21982,A,F010-001038,AC,0040
21982,A,F010-001038,AC,0050
21982,A,F010-001038,ASC,0060
21982,A,F010-001038,AV,0070
21982,A,F010-001038,AC,0020
21982,A,F010-001038,AC,0030
21983,A,F010-001039,AL_GENERALOTTO,0010
21983,A,F010-001039,AC,0040
21983,A,F010-001039,AC,0050
21983,A,F010-001039,ASC,0060
21983,A,F010-001039,AC,0090
21983,A,F010-001039,AC,0100
21983,A,F010-001039,ASC,0110
21983,A,F010-001039,AV,0120
21983,A,F010-001039,AC,0020
21983,A,F010-001039,AC,0030
21983,A,F010-001039,AC,0070
21984,A,F010-001043,AL_GENERALOTTO,0010
21984,A,F010-001043,AC,0030
21984,A,F010-001043,AC,0040
21984,A,F010-001043,AC,0050
21984,A,F010-001043,ASC,0060
21984,A,F010-001043,AV,0070
21984,A,F010-001043,AC,0020
21985,A,F010-001045A,AL_GENERALOTTO,0010
21985,A,F010-001045A,AC,0030
21985,A,F010-001045A,AC,0040
21985,A,F010-001045A,AC,0050
21985,A,F010-001045A,AC,0060
21985,A,F010-001045A,ASC,0070
21985,A,F010-001045A,AV,0080
21985,A,F010-001045A,AC,0020
21986,A,F010-001047,AL_GENERALOTTO,0010
21986,A,F010-001047,AC,0020
21986,A,F010-001047,AC,0030
21986,A,F010-001047,ASC,0040
21986,A,F010-001047,AV,0050
21987,B,F010-001051,AL_GENERALOTTO,0010
21987,B,F010-001051,AC,0020
21987,B,F010-001051,AC,0030
21987,B,F010-001051,AC,0070
21987,B,F010-001051,AC,0080
21987,B,F010-001051,ASC,0090
21987,B,F010-001051,AV,0100
21987,B,F010-001051,ASC,0040
21987,B,F010-001051,AC,0060
21987,B,F010-001051,AC,0050
21988,A,F010-001051,AL_GENERALOTTO,0010
21988,A,F010-001051,AC,0020
21988,A,F010-001051,AC,0030
21988,A,F010-001051,AC,0040
21988,A,F010-001051,AC,0050
21988,A,F010-001051,ASC,0060
21988,A,F010-001051,AV,0070
21989,B,F010-001052,AL_GENERALOTTO,0010
21989,B,F010-001052,AC,0020
21989,B,F010-001052,AC,0030
21989,B,F010-001052,AC,0070
21989,B,F010-001052,AC,0080
21989,B,F010-001052,ASC,0090
21989,B,F010-001052,AV,0100
21989,B,F010-001052,ASC,0040
21989,B,F010-001052,AC,0060
21989,B,F010-001052,AC,0050
21990,A,F010-001052,AL_GENERALOTTO,0010
21990,A,F010-001052,AC,0020
21990,A,F010-001052,AC,0030
21990,A,F010-001052,AC,0040
21990,A,F010-001052,AC,0050
21990,A,F010-001052,ASC,0060
21990,A,F010-001052,AV,0070
21991,B,F010-001053ALLMARKET,AL_GENERALOTTO,0010
21991,B,F010-001053ALLMARKET,AC,0020
21991,B,F010-001053ALLMARKET,AC,0030
21991,B,F010-001053ALLMARKET,AC,0070
21991,B,F010-001053ALLMARKET,AC,0080
21991,B,F010-001053ALLMARKET,ASC,0090
21991,B,F010-001053ALLMARKET,AV,0100
21991,B,F010-001053ALLMARKET,ASC,0040
21991,B,F010-001053ALLMARKET,AC,0060
21991,B,F010-001053ALLMARKET,AC,0050
21992,A,F010-001053ALLMARKET,AL_GENERALOTTO,0010
21992,A,F010-001053ALLMARKET,AC,0020
21992,A,F010-001053ALLMARKET,AC,0030
21992,A,F010-001053ALLMARKET,AC,0040
21992,A,F010-001053ALLMARKET,AC,0050
21992,A,F010-001053ALLMARKET,ASC,0060
21992,A,F010-001053ALLMARKET,AV,0070
21993,B,F010-001054ALLMARKET,AL_GENERALOTTO,0010
21993,B,F010-001054ALLMARKET,AC,0020
21993,B,F010-001054ALLMARKET,AC,0030
21993,B,F010-001054ALLMARKET,AC,0070
21993,B,F010-001054ALLMARKET,AC,0080
21993,B,F010-001054ALLMARKET,ASC,0090
21993,B,F010-001054ALLMARKET,AV,0100
21993,B,F010-001054ALLMARKET,ASC,0040
21993,B,F010-001054ALLMARKET,AC,0060
21993,B,F010-001054ALLMARKET,AC,0050
21994,A,F010-001054ALLMARKET,AL_GENERALOTTO,0010
21994,A,F010-001054ALLMARKET,AC,0020
21994,A,F010-001054ALLMARKET,AC,0030
21994,A,F010-001054ALLMARKET,AC,0040
21994,A,F010-001054ALLMARKET,AC,0050
21994,A,F010-001054ALLMARKET,ASC,0060
21994,A,F010-001054ALLMARKET,AV,0070
21995,A,F010-001063,AL_GENERALOTTO,0010
21995,A,F010-001063,AC,0020
21995,A,F010-001063,AC,0030
21995,A,F010-001063,ASC,0040
21995,A,F010-001063,AV,0050
21996,A,F010-001064,AL_GENERALOTTO,0010
21996,A,F010-001064,AC,0030
21996,A,F010-001064,AC,0040
21996,A,F010-001064,AC,0050
21996,A,F010-001064,AC,0060
21996,A,F010-001064,ASC,0070
21996,A,F010-001064,AV,0080
21996,A,F010-001064,AC,0020
21997,B,F010-001068K1,AL_GENERALOTTO,0010
21997,B,F010-001068K1,AC,0020
21997,B,F010-001068K1,AC,0030
21997,B,F010-001068K1,AC,0040
