modello,priorita,articolo,attivita,operazione
16206,J,F010-000536K1,AC,0030
16206,J,F010-000536K1,AC,0040
16206,J,F010-000536K1,ASC,0050
16206,J,F010-000536K1,AV,0060
16210,J,F010-000662K1,AL_GENERALOTTO,0010
16210,J,F010-000662K1,AC,0020
16210,J,F010-000662K1,AC,0030
16210,J,F010-000662K1,AC,0040
16210,J,F010-000662K1,ASC,0050
16210,J,F010-000662K1,AV,0060
16211,J,F010-000884,AL_GENERALOTTO,0010
16211,J,F010-000884,AC,0020
16211,J,F010-000884,AC,0030
16211,J,F010-000884,AC,0040
16211,J,F010-000884,ASC,0050
16211,J,F010-000884,AV,0060
16213,J,F010-000884K1,AL_GENERALOTTO,0010
16213,J,F010-000884K1,AC,0020
16213,J,F010-000884K1,AC,0030
16213,J,F010-000884K1,AC,0040
16213,J,F010-000884K1,ASC,0050
16213,J,F010-000884K1,AV,0060
16215,J,F010-001400,AL_GENERALOTTO,0010
16215,J,F010-001400,AC,0020
16215,J,F010-001400,AC,0030
16215,J,F010-001400,AC,0040
16215,J,F010-001400,ASC,0050
16215,J,F010-001400,AV,0060
16216,J,F010-001400K1,AL_GENERALOTTO,0010
16216,J,F010-001400K1,AC,0020
16216,J,F010-001400K1,AC,0030
16216,J,F010-001400K1,AC,0040
16216,J,F010-001400K1,ASC,0050
16216,J,F010-001400K1,AV,0060
16217,J,F010-001404,AL_GENERALOTTO,0010
16217,J,F010-001404,AC,0020
16217,J,F010-001404,AC,0030
16217,J,F010-001404,AC,0040
16217,J,F010-001404,ASC,0050
16217,J,F010-001404,AV,0060
16218,J,F010-001404HEN,AL_GENERALOTTO,0010
16218,J,F010-001404HEN,AC,0020
16218,J,F010-001404HEN,AC,0030
16218,J,F010-001404HEN,AC,0040
16218,J,F010-001404HEN,ASC,0050
16218,J,F010-001404HEN,AV,0060
16219,J,F010-001404K1,AL_GENERALOTTO,0010
16219,J,F010-001404K1,AC,0020
16219,J,F010-001404K1,AC,0030
16219,J,F010-001404K1,AC,0040
16219,J,F010-001404K1,ASC,0050
16219,J,F010-001404K1,AV,0060
16222,J,F010-001405,AL_GENERALOTTO,0010
16222,J,F010-001405,AC,0020
16222,J,F010-001405,AC,0030
16222,J,F010-001405,AC,0040
16222,J,F010-001405,ASC,0050
16222,J,F010-001405,AV,0060
16223,J,F010-001405K1,AL_GENERALOTTO,0010
16223,J,F010-001405K1,AC,0020
16223,J,F010-001405K1,AC,0030
16223,J,F010-001405K1,AC,0040
16223,J,F010-001405K1,ASC,0050
16223,J,F010-001405K1,AV,0060
16225,J,F010-001405HEN,AL_GENERALOTTO,0010
16225,J,F010-001405HEN,AC,0020
16225,J,F010-001405HEN,AC,0030
16225,J,F010-001405HEN,AC,0040
16225,J,F010-001405HEN,ASC,0050
16225,J,F010-001405HEN,AV,0060
16226,J,F010-001406,AL_GENERALOTTO,0010
16226,J,F010-001406,AC,0020
16226,J,F010-001406,AC,0030
16226,J,F010-001406,AC,0040
16226,J,F010-001406,ASC,0050
16226,J,F010-001406,AV,0060
16227,J,F010-001406HEN,AL_GENERALOTTO,0010
16227,J,F010-001406HEN,AC,0020
16227,J,F010-001406HEN,AC,0030
16227,J,F010-001406HEN,AC,0040
16227,J,F010-001406HEN,ASC,0050
16227,J,F010-001406HEN,AV,0060
16228,J,F010-001406K1,AL_GENERALOTTO,0010
16228,J,F010-001406K1,AC,0020
16228,J,F010-001406K1,AC,0030
16228,J,F010-001406K1,AC,0040
16228,J,F010-001406K1,ASC,0050
16228,J,F010-001406K1,AV,0060
16230,J,F010-001415,AL_GENERALOTTO,0010
16230,J,F010-001415,AC,0020
16230,J,F010-001415,AC,0030
16230,J,F010-001415,AC,0040
16230,J,F010-001415,ASC,0050
16230,J,F010-001415,AV,0060
16231,J,F010-001415HEN,AL_GENERALOTTO,0010
16231,J,F010-001415HEN,AC,0020
16231,J,F010-001415HEN,AC,0030
16231,J,F010-001415HEN,AC,0040
16231,J,F010-001415HEN,ASC,0050
16231,J,F010-001415HEN,AV,0060
16232,J,F010-001415A,AL_GENERALOTTO,0010
16232,J,F010-001415A,AC,0020
16232,J,F010-001415A,AC,0030
16232,J,F010-001415A,AC,0040
16232,J,F010-001415A,ASC,0050
16232,J,F010-001415A,AV,0060
16233,J,F010-001415K1,AL_GENERALOTTO,0010
16233,J,F010-001415K1,AC,0020
16233,J,F010-001415K1,AC,0030
16233,J,F010-001415K1,AC,0040
16233,J,F010-001415K1,ASC,0050
16233,J,F010-001415K1,AV,0060
16236,J,F010-001496,AL_GENERALOTTO,0010
16236,J,F010-001496,AC,0020
16236,J,F010-001496,AC,0030
16236,J,F010-001496,AC,0040
16236,J,F010-001496,ASC,0050
16236,J,F010-001496,AV,0060
16245,J,F010-001496K1,AL_GENERALOTTO,0010
16245,J,F010-001496K1,AC,0020
16245,J,F010-001496K1,AC,0030
16245,J,F010-001496K1,AC,0040
16245,J,F010-001496K1,ASC,0050
16245,J,F010-001496K1,AV,0060
16247,J,F010-001532,AL_GENERALOTTO,0010
16247,J,F010-001532,AC,0020
16247,J,F010-001532,AC,0030
16247,J,F010-001532,AC,0040
16247,J,F010-001532,ASC,0050
16247,J,F010-001532,AV,0060
16248,J,F010-001532HEN,AL_GENERALOTTO,0010
16248,J,F010-001532HEN,AC,0020
16248,J,F010-001532HEN,AC,0030
16248,J,F010-001532HEN,AC,0040
16248,J,F010-001532HEN,ASC,0050
16248,J,F010-001532HEN,AV,0060
16249,J,F010-001532K1,AL_GENERALOTTO,0010
16249,J,F010-001532K1,AC,0020
16249,J,F010-001532K1,AC,0030
16249,J,F010-001532K1,AC,0040
16249,J,F010-001532K1,ASC,0050
16249,J,F010-001532K1,AV,0060
16255,J,F010-001387,AL_GENERALOTTO,0010
16255,J,F010-001387,AC,0020
16255,J,F010-001387,AC,0030
16255,J,F010-001387,AC,0040
16255,J,F010-001387,ASC,0050
16255,J,F010-001387,AV,0060
16267,J,F010-001418,AL_GENERALOTTO,0010
16267,J,F010-001418,AC,0020
16267,J,F010-001418,AC,0030
16267,J,F010-001418,AC,0040
16267,J,F010-001418,ASC,0050
16267,J,F010-001418,AV,0060
16268,J,F010-001418HEN,AL_GENERALOTTO,0010
16268,J,F010-001418HEN,AC,0020
16268,J,F010-001418HEN,AC,0030
16268,J,F010-001418HEN,AC,0040
16268,J,F010-001418HEN,ASC,0050
16268,J,F010-001418HEN,AV,0060
16269,J,F010-001418K1,AL_GENERALOTTO,0010
16269,J,F010-001418K1,AC,0020
16269,J,F010-001418K1,AC,0030
16269,J,F010-001418K1,AC,0040
16269,J,F010-001418K1,ASC,0050
16269,J,F010-001418K1,AV,0060
16270,J,F010-001408,AL_GENERALOTTO,0010
16270,J,F010-001408,AC,0020
16270,J,F010-001408,AC,0030
16270,J,F010-001408,AC,0040
16270,J,F010-001408,ASC,0050
16270,J,F010-001408,AV,0060
16271,J,F010-001408K1,AL_GENERALOTTO,0010
16271,J,F010-001408K1,AC,0020
16271,J,F010-001408K1,AC,0030
16271,J,F010-001408K1,AC,0040
16271,J,F010-001408K1,ASC,0050
16271,J,F010-001408K1,AV,0060
16272,J,F010-001416,AL_GENERALOTTO,0010
16272,J,F010-001416,AC,0020
16272,J,F010-001416,AC,0030
16272,J,F010-001416,AC,0040
16272,J,F010-001416,ASC,0050
16272,J,F010-001416,AV,0060
16273,J,F010-001416K1,AL_GENERALOTTO,0010
16273,J,F010-001416K1,AC,0020
16273,J,F010-001416K1,AC,0030
16273,J,F010-001416K1,AC,0040
16273,J,F010-001416K1,ASC,0050
16273,J,F010-001416K1,AV,0060
16274,J,F010-001417,AL_GENERALOTTO,0010
16274,J,F010-001417,AC,0020
16274,J,F010-001417,AC,0030
16274,J,F010-001417,AC,0040
16274,J,F010-001417,ASC,0050
16274,J,F010-001417,AV,0060
16275,J,F010-001417A,AL_GENERALOTTO,0010
16275,J,F010-001417A,AC,0020
16275,J,F010-001417A,AC,0030
16275,J,F010-001417A,AC,0040
16275,J,F010-001417A,ASC,0050
16275,J,F010-001417A,AV,0060
16279,J,F010-001412,AL_GENERALOTTO,0010
16279,J,F010-001412,AC,0020
16279,J,F010-001412,AC,0030
16279,J,F010-001412,AC,0040
16279,J,F010-001412,ASC,0050
16279,J,F010-001412,AV,0060
16283,J,F010-001527,AL_GENERALOTTO,0010
16283,J,F010-001527,AC,0020
16283,J,F010-001527,AC,0030
16283,J,F010-001527,AC,0040
16283,J,F010-001527,ASC,0050
16283,J,F010-001527,AV,0060
16285,J,F010-001008,AL_GENERALOTTO,0010
16285,J,F010-001008,AC,0020
16285,J,F010-001008,AC,0030
16285,J,F010-001008,AC,0040
16285,J,F010-001008,ASC,0050
16285,J,F010-001008,AV,0060
16287,J,F010-001008HEN,AL_GENERALOTTO,0010
16287,J,F010-001008HEN,AC,0020
16287,J,F010-001008HEN,AC,0030
16287,J,F010-001008HEN,AC,0040
16287,J,F010-001008HEN,ASC,0050
16287,J,F010-001008HEN,AV,0060
16288,J,F010-001008K1,AL_GENERALOTTO,0010
16288,J,F010-001008K1,AC,0020
16288,J,F010-001008K1,AC,0030
16288,J,F010-001008K1,AC,0040
16288,J,F010-001008K1,ASC,0050
16288,J,F010-001008K1,AV,0060
16289,J,F010-001385,AL_GENERALOTTO,0010
16289,J,F010-001385,AC,0020
16289,J,F010-001385,AC,0030
16289,J,F010-001385,AC,0040
16289,J,F010-001385,ASC,0050
16289,J,F010-001385,AV,0060
16290,J,F010-001385K1,AL_GENERALOTTO,0010
16290,J,F010-001385K1,AC,0020
16290,J,F010-001385K1,AC,0030
16290,J,F010-001385K1,AC,0040
16290,J,F010-001385K1,ASC,0050
16290,J,F010-001385K1,AV,0060
16294,J,F010-001647A,AL_GENERALOTTO,0010
16294,J,F010-001647A,AC,0020
16294,J,F010-001647A,AC,0030
16294,J,F010-001647A,AC,0040
16294,J,F010-001647A,ASC,0050
16294,J,F010-001647A,AV,0060
16308,J,F010-001413,AL_GENERALOTTO,0010
16308,J,F010-001413,AC,0020
16308,J,F010-001413,AC,0030
16308,J,F010-001413,AC,0040
16308,J,F010-001413,ASC,0050
16308,J,F010-001413,AV,0060
16309,J,F010-001573,AL_GENERALOTTO,0010
16309,J,F010-001573,AC,0030
16309,J,F010-001573,AC,0040
16309,J,F010-001573,AC,0050
16309,J,F010-001573,ASC,0060
16309,J,F010-001573,AV,0070
16309,J,F010-001573,AC,0020
16345,J,F010-001403,AL_GENERALOTTO,0010
16345,J,F010-001403,AC,0020
16345,J,F010-001403,AC,0030
16345,J,F010-001403,AC,0040
16345,J,F010-001403,ASC,0050
16345,J,F010-001403,AV,0060
16346,J,F010-001403A,AL_GENERALOTTO,0010
16346,J,F010-001403A,AC,0020
16346,J,F010-001403A,AC,0030
16346,J,F010-001403A,AC,0040
16346,J,F010-001403A,ASC,0050
16346,J,F010-001403A,AV,0060
16348,J,F010-001410,AL_GENERALOTTO,0010
16348,J,F010-001410,AC,0020
16348,J,F010-001410,AC,0030
16348,J,F010-001410,AC,0040
16348,J,F010-001410,ASC,0050
16348,J,F010-001410,AV,0060
16351,J,F010-001466HEN,AL_GENERALOTTO,0010
16351,J,F010-001466HEN,AC,0020
16351,J,F010-001466HEN,AC,0030
16351,J,F010-001466HEN,AC,0040
16351,J,F010-001466HEN,ASC,0050
16351,J,F010-001466HEN,AV,0060
16352,J,F010-001435,AL_GENERALOTTO,0010
16352,J,F010-001435,AC,0020
16352,J,F010-001435,AC,0030
16352,J,F010-001435,AC,0040
16352,J,F010-001435,ASC,0050
16352,J,F010-001435,AV,0060
16353,J,F010-001435A,AL_GENERALOTTO,0010
16353,J,F010-001435A,AC,0020
16353,J,F010-001435A,AC,0030
16353,J,F010-001435A,AC,0040
16353,J,F010-001435A,ASC,0050
16353,J,F010-001435A,AV,0060
16354,J,F010-001435HEN,AL_GENERALOTTO,0010
16354,J,F010-001435HEN,AC,0020
16354,J,F010-001435HEN,AC,0030
16354,J,F010-001435HEN,AC,0040
16354,J,F010-001435HEN,ASC,0050
16354,J,F010-001435HEN,AV,0060
16355,J,F010-001487,AL_GENERALOTTO,0010
16355,J,F010-001487,AC,0020
16355,J,F010-001487,AC,0030
16355,J,F010-001487,AC,0040
16355,J,F010-001487,ASC,0050
16355,J,F010-001487,AV,0060
16356,J,F010-001487HEN,AL_GENERALOTTO,0010
16356,J,F010-001487HEN,AC,0020
16356,J,F010-001487HEN,AC,0030
16356,J,F010-001487HEN,AC,0040
16356,J,F010-001487HEN,ASC,0050
16356,J,F010-001487HEN,AV,0060
16358,J,F010-001422HEN,AL_GENERALOTTO,0010
16358,J,F010-001422HEN,AC,0020
16358,J,F010-001422HEN,AC,0030
16358,J,F010-001422HEN,AC,0040
16358,J,F010-001422HEN,ASC,0050
16358,J,F010-001422HEN,AV,0060
16413,J,F010-001467K1,AL_GENERALOTTO,0010
16413,J,F010-001467K1,AC,0020
16413,J,F010-001467K1,AC,0030
16413,J,F010-001467K1,AC,0040
16413,J,F010-001467K1,ASC,0050
16413,J,F010-001467K1,AV,0060
16419,J,F010-001487K1,AL_GENERALOTTO,0010
16419,J,F010-001487K1,AC,0020
16419,J,F010-001487K1,AC,0030
16419,J,F010-001487K1,AC,0040
16419,J,F010-001487K1,ASC,0050
16419,J,F010-001487K1,AV,0060
16422,J,F010-001485K1,AL_GENERALOTTO,0010
16422,J,F010-001485K1,AC,0020
16422,J,F010-001485K1,AC,0030
16422,J,F010-001485K1,AC,0040
16422,J,F010-001485K1,ASC,0050
16422,J,F010-001485K1,AV,0060
16425,J,F010-001485,AL_GENERALOTTO,0010
16425,J,F010-001485,AC,0020
16425,J,F010-001485,AC,0030
16425,J,F010-001485,AC,0040
16425,J,F010-001485,ASC,0050
16425,J,F010-001485,AV,0060
16426,J,F010-001485A,AL_GENERALOTTO,0010
16426,J,F010-001485A,AC,0020
16426,J,F010-001485A,AC,0030
16426,J,F010-001485A,AC,0040
16426,J,F010-001485A,ASC,0050
16426,J,F010-001485A,AV,0060
16433,J,F010-001493K1,AL_GENERALOTTO,0010
16433,J,F010-001493K1,AC,0020
16433,J,F010-001493K1,AC,0030
16433,J,F010-001493K1,AC,0040
16433,J,F010-001493K1,ASC,0050
16433,J,F010-001493K1,AV,0060
16436,J,F010-001465K1,AL_GENERALOTTO,0010
16436,J,F010-001465K1,AC,0020
16436,J,F010-001465K1,AC,0030
16436,J,F010-001465K1,AC,0040
16436,J,F010-001465K1,ASC,0050
16436,J,F010-001465K1,AV,0060
16437,J,F010-001393,AL_GENERALOTTO,0010
16437,J,F010-001393,AC,0020
16437,J,F010-001393,AC,0030
16437,J,F010-001393,AC,0040
16437,J,F010-001393,ASC,0050
16437,J,F010-001393,AV,0060
16438,J,F010-001435K1,AL_GENERALOTTO,0010
16438,J,F010-001435K1,AC,0020
16438,J,F010-001435K1,AC,0030
16438,J,F010-001435K1,AC,0040
16438,J,F010-001435K1,ASC,0050
16438,J,F010-001435K1,AV,0060
16455,J,F010-001463,AL_GENERALOTTO,0010
16455,J,F010-001463,AC,0020
16455,J,F010-001463,AC,0030
16455,J,F010-001463,AC,0040
16455,J,F010-001463,ASC,0050
16455,J,F010-001463,AV,0060
16479,J,F010-001416A,AL_GENERALOTTO,0010
16479,J,F010-001416A,AC,0020
16479,J,F010-001416A,AC,0030
16479,J,F010-001416A,AC,0040
16479,J,F010-001416A,ASC,0050
16479,J,F010-001416A,AV,0060
16482,J,F010-001465,AL_GENERALOTTO,0010
16482,J,F010-001465,AC,0020
16482,J,F010-001465,AC,0030
16482,J,F010-001465,AC,0040
16482,J,F010-001465,ASC,0050
16482,J,F010-001465,AV,0060
16483,J,F010-001465HEN,AL_GENERALOTTO,0010
16483,J,F010-001465HEN,AC,0020
16483,J,F010-001465HEN,AC,0030
16483,J,F010-001465HEN,AC,0040
16483,J,F010-001465HEN,ASC,0050
16483,J,F010-001465HEN,AV,0060
16485,J,F010-001068K1,AL_GENERALOTTO,0010
16485,J,F010-001068K1,AC,0020
16485,J,F010-001068K1,AC,0030
16485,J,F010-001068K1,AC,0040
16485,J,F010-001068K1,ASC,0050
16485,J,F010-001068K1,AV,0060
16492,J,F010-001393K1,AL_GENERALOTTO,0010
16492,J,F010-001393K1,AC,0020
16492,J,F010-001393K1,AC,0030
16492,J,F010-001393K1,AC,0040
16492,J,F010-001393K1,ASC,0050
16492,J,F010-001393K1,AV,0060
16493,J,F010-001403K1,AL_GENERALOTTO,0010
16493,J,F010-001403K1,AC,0020
16493,J,F010-001403K1,AC,0030
16493,J,F010-001403K1,AC,0040
16493,J,F010-001403K1,ASC,0050
16493,J,F010-001403K1,AV,0060
16501,J,F010-001427,AL_GENERALOTTO,0010
16501,J,F010-001427,AC,0020
16501,J,F010-001427,AC,0030
16501,J,F010-001427,AC,0040
16501,J,F010-001427,ASC,0050
16501,J,F010-001427,AV,0060
16505,J,F010-001455,AL_GENERALOTTO,0010
16505,J,F010-001455,AC,0020
16505,J,F010-001455,AC,0030
16505,J,F010-001455,AC,0040
16505,J,F010-001455,ASC,0050
16505,J,F010-001455,AV,0060
16506,J,F010-001456,AL_GENERALOTTO,0010
16506,J,F010-001456,AC,0020
16506,J,F010-001456,AC,0030
16506,J,F010-001456,AC,0040
16506,J,F010-001456,ASC,0050
16506,J,F010-001456,AV,0060
16507,J,F010-001457,AL_GENERALOTTO,0010
16507,J,F010-001457,AC,0020
16507,J,F010-001457,AC,0030
16507,J,F010-001457,AC,0040
16507,J,F010-001457,ASC,0050
16507,J,F010-001457,AV,0060
16508,J,F010-001460,AL_GENERALOTTO,0010
16508,J,F010-001460,AC,0020
16508,J,F010-001460,AC,0030
16508,J,F010-001460,AC,0040
16508,J,F010-001460,ASC,0050
16508,J,F010-001460,AV,0060
16510,J,F010-001467,AL_GENERALOTTO,0010
16510,J,F010-001467,AC,0020
16510,J,F010-001467,AC,0030
16510,J,F010-001467,AC,0040
16510,J,F010-001467,ASC,0050
16510,J,F010-001467,AV,0060
16512,J,F010-001469,AL_GENERALOTTO,0010
16512,J,F010-001469,AC,0020
16512,J,F010-001469,AC,0030
16512,J,F010-001469,AC,0040
16512,J,F010-001469,ASC,0050
16512,J,F010-001469,AV,0060
16513,J,F010-001470,AL_GENERALOTTO,0010
16513,J,F010-001470,AC,0020
16513,J,F010-001470,AC,0030
16513,J,F010-001470,AC,0040
16513,J,F010-001470,ASC,0050
16513,J,F010-001470,AV,0060
16526,J,F010-001484,AL_GENERALOTTO,0010
16526,J,F010-001484,AC,0020
16526,J,F010-001484,AC,0030
16526,J,F010-001484,AC,0040
16526,J,F010-001484,ASC,0050
16526,J,F010-001484,AV,0060
16527,J,F010-001486,AL_GENERALOTTO,0010
16527,J,F010-001486,AC,0020
16527,J,F010-001486,AC,0030
16527,J,F010-001486,AC,0040
16527,J,F010-001486,ASC,0050
16527,J,F010-001486,AV,0060
16530,J,F010-001490,AL_GENERALOTTO,0010
16530,J,F010-001490,AC,0020
16530,J,F010-001490,AC,0030
16530,J,F010-001490,AC,0040
16530,J,F010-001490,ASC,0050
16530,J,F010-001490,AV,0060
16533,J,F010-001493,AL_GENERALOTTO,0010
16533,J,F010-001493,AC,0020
16533,J,F010-001493,AC,0030
16533,J,F010-001493,AC,0040
16533,J,F010-001493,ASC,0050
16533,J,F010-001493,AV,0060
16541,J,F010-001572,AL_GENERALOTTO,0010
16541,J,F010-001572,AC,0020
16541,J,F010-001572,ASC,0030
16541,J,F010-001572,AV,0040
16541,J,F010-001572,AC,0015
16542,J,F010-001463HEN,AL_GENERALOTTO,0010
16542,J,F010-001463HEN,AC,0020
16542,J,F010-001463HEN,AC,0030
16542,J,F010-001463HEN,AC,0040
16542,J,F010-001463HEN,ASC,0050
16542,J,F010-001463HEN,AV,0060
16548,J,F010-001446HEN,AL_GENERALOTTO,0010
16548,J,F010-001446HEN,AC,0020
16548,J,F010-001446HEN,AC,0030
16548,J,F010-001446HEN,AC,0040
16548,J,F010-001446HEN,ASC,0050
16548,J,F010-001446HEN,AV,0060
16584,J,F010-001299,AL_GENERALOTTO,0010
16584,J,F010-001299,AC,0020
16584,J,F010-001299,ASC,0030
16584,J,F010-001299,AV,0040
16619,J,F010-000492,AL_GENERALOTTO,0010
16619,J,F010-000492,AC,0020
16619,J,F010-000492,AC,0030
16619,J,F010-000492,AC,0040
16619,J,F010-000492,ASC,0050
16619,J,F010-000492,AV,0060
16621,J,F010-000494,AL_GENERALOTTO,0010
16621,J,F010-000494,AC,0020
16621,J,F010-000494,AC,0030
16621,J,F010-000494,AC,0040
16621,J,F010-000494,ASC,0050
16621,J,F010-000494,AV,0060
16639,J,F010-000497,AL_GENERALOTTO,0010
16639,J,F010-000497,AC,0020
16639,J,F010-000497,AC,0030
16639,J,F010-000497,AC,0040
16639,J,F010-000497,ASC,0050
16639,J,F010-000497,AV,0060
16662,J,F010-000530,AL_GENERALOTTO,0010
16662,J,F010-000530,AC,0020
16662,J,F010-000530,AC,0030
16662,J,F010-000530,AC,0040
16662,J,F010-000530,ASC,0050
16662,J,F010-000530,AV,0060
16678,J,F010-000540,AL_GENERALOTTO,0010
16678,J,F010-000540,AC,0020
16678,J,F010-000540,AC,0030
16678,J,F010-000540,AC,0040
16678,J,F010-000540,ASC,0050
16678,J,F010-000540,AV,0060
16690,J,F010-001543,AL_GENERALOTTO,0010
16690,J,F010-001543,AC,0020
16690,J,F010-001543,AC,0030
16690,J,F010-001543,AC,0040
16690,J,F010-001543,ASC,0050
16690,J,F010-001543,AV,0060
16712,J,F010-001337,AL_GENERALOTTO,0010
16712,J,F010-001337,AC,0020
16712,J,F010-001337,ASC,0030
16712,J,F010-001337,AV,0040
16719,J,F010-001557,AL_GENERALOTTO,0010
16719,J,F010-001557,AC,0020
16719,J,F010-001557,AC,0030
16719,J,F010-001557,AC,0040
16719,J,F010-001557,ASC,0050
16719,J,F010-001557,AV,0060
16727,J,F010-001297,AL_GENERALOTTO,0010
16727,J,F010-001297,AC,0020
16727,J,F010-001297,ASC,0030
16727,J,F010-001297,AV,0040
16749,J,F010-000869,AL_GENERALOTTO,0010
16749,J,F010-000869,AC,0020
16749,J,F010-000869,ASC,0030
16749,J,F010-000869,AV,0040
16751,J,F010-001006,AL_GENERALOTTO,0010
16751,J,F010-001006,AC,0020
16751,J,F010-001006,ASC,0030
16751,J,F010-001006,AV,0040
16775,J,F010-000838,AL_GENERALOTTO,0010
16775,J,F010-000838,AC,0020
16775,J,F010-000838,AC,0030
16775,J,F010-000838,AC,0040
16775,J,F010-000838,ASC,0050
16775,J,F010-000838,AV,0060
16776,J,F010-000839,AL_GENERALOTTO,0010
16776,J,F010-000839,AC,0020
16776,J,F010-000839,AC,0030
16776,J,F010-000839,AC,0040
16776,J,F010-000839,ASC,0050
16776,J,F010-000839,AV,0060
16777,J,F010-000840,AL_GENERALOTTO,0010
16777,J,F010-000840,AC,0020
16777,J,F010-000840,AC,0030
16777,J,F010-000840,AC,0040
16777,J,F010-000840,ASC,0050
16777,J,F010-000840,AV,0060
16778,J,F010-001568,AL_GENERALOTTO,0010
16778,J,F010-001568,AC,0030
16778,J,F010-001568,AC,0070
16778,J,F010-001568,AC,0080
16778,J,F010-001568,ASC,0090
16778,J,F010-001568,AV,0100
16778,J,F010-001568,AC,0020
16778,J,F010-001568,ASC,0040
16778,J,F010-001568,AC,0060
16778,J,F010-001568,AC,0050
16780,J,F010-001095,AL_GENERALOTTO,0010
16780,J,F010-001095,AC,0020
16780,J,F010-001095,AC,0030
16780,J,F010-001095,AC,0040
16780,J,F010-001095,ASC,0050
16780,J,F010-001095,AV,0060
16781,J,F010-001161,AL_GENERALOTTO,0010
16781,J,F010-001161,AC,0020
16781,J,F010-001161,AC,0030
16781,J,F010-001161,AC,0040
16781,J,F010-001161,ASC,0050
16781,J,F010-001161,AV,0060
16782,J,F010-001162,AL_GENERALOTTO,0010
16782,J,F010-001162,AC,0020
16782,J,F010-001162,AC,0030
16782,J,F010-001162,AC,0040
16782,J,F010-001162,ASC,0050
16782,J,F010-001162,AV,0060
16783,J,F010-001250,AL_GENERALOTTO,0010
16783,J,F010-001250,AC,0020
16783,J,F010-001250,AC,0030
16783,J,F010-001250,AC,0040
16783,J,F010-001250,ASC,0050
16783,J,F010-001250,AV,0060
16785,J,F010-000492K1,AL_GENERALOTTO,0010
16785,J,F010-000492K1,AC,0020
16785,J,F010-000492K1,AC,0030
16785,J,F010-000492K1,AC,0040
16785,J,F010-000492K1,ASC,0050
16785,J,F010-000492K1,AV,0060
16786,J,F010-000496K1,AL_GENERALOTTO,0010
16786,J,F010-000496K1,AC,0020
16786,J,F010-000496K1,AC,0030
16786,J,F010-000496K1,AC,0040
16786,J,F010-000496K1,ASC,0050
16786,J,F010-000496K1,AV,0060
16795,J,F010-001567,AL_GENERALOTTO,0010
16795,J,F010-001567,AC,0030
16795,J,F010-001567,AC,0070
16795,J,F010-001567,AC,0080
16795,J,F010-001567,ASC,0090
16795,J,F010-001567,AV,0100
16795,J,F010-001567,AC,0020
16795,J,F010-001567,ASC,0040
16795,J,F010-001567,AC,0060
16795,J,F010-001567,AC,0050
16801,J,F010-001211K1,AL_GENERALOTTO,0010
16801,J,F010-001211K1,AC,0020
16801,J,F010-001211K1,AC,0030
16801,J,F010-001211K1,AC,0040
16801,J,F010-001211K1,ASC,0050
16801,J,F010-001211K1,AV,0060
16821,J,F010-001556,AL_GENERALOTTO,0010
16821,J,F010-001556,AC,0020
16821,J,F010-001556,AC,0030
16821,J,F010-001556,AC,0040
16821,J,F010-001556,ASC,0050
16821,J,F010-001556,AV,0060
16822,J,F010-001582,AL_GENERALOTTO,0010
16822,J,F010-001582,AC,0020
16822,J,F010-001582,AC,0030
16822,J,F010-001582,AC,0040
16822,J,F010-001582,ASC,0050
16822,J,F010-001582,AV,0060
16823,J,F010-001581,AL_GENERALOTTO,0010
16823,J,F010-001581,AC,0020
16823,J,F010-001581,AC,0030
16823,J,F010-001581,AC,0040
16823,J,F010-001581,ASC,0050
16823,J,F010-001581,AV,0060
16824,J,F010-001561,AL_GENERALOTTO,0010
16824,J,F010-001561,AC,0020
16824,J,F010-001561,AC,0030
16824,J,F010-001561,AC,0040
16824,J,F010-001561,ASC,0050
16824,J,F010-001561,AV,0060
16826,J,F010-000499,AL_GENERALOTTO,0010
16826,J,F010-000499,AC,0020
16826,J,F010-000499,AC,0030
16826,J,F010-000499,AC,0040
16826,J,F010-000499,ASC,0050
16826,J,F010-000499,AV,0060
16828,J,F010-001163,AL_GENERALOTTO,0010
16828,J,F010-001163,AC,0020
16828,J,F010-001163,AC,0030
16828,J,F010-001163,AC,0040
16828,J,F010-001163,ASC,0050
16828,J,F010-001163,AV,0060
16829,J,F010-001164,AL_GENERALOTTO,0010
16829,J,F010-001164,AC,0020
16829,J,F010-001164,AC,0030
16829,J,F010-001164,AC,0040
16829,J,F010-001164,ASC,0050
16829,J,F010-001164,AV,0060
16830,J,F010-001165,AL_GENERALOTTO,0010
16830,J,F010-001165,AC,0020
16830,J,F010-001165,AC,0030
16830,J,F010-001165,AC,0040
16830,J,F010-001165,ASC,0050
16830,J,F010-001165,AV,0060
16831,J,F010-001166,AL_GENERALOTTO,0010
16831,J,F010-001166,AC,0020
16831,J,F010-001166,AC,0030
16831,J,F010-001166,AC,0040
16831,J,F010-001166,ASC,0050
16831,J,F010-001166,AV,0060
16832,J,F010-001167,AL_GENERALOTTO,0010
16832,J,F010-001167,AC,0020
16832,J,F010-001167,AC,0030
16832,J,F010-001167,AC,0040
16832,J,F010-001167,ASC,0050
16832,J,F010-001167,AV,0060
16834,J,F010-000495K1,AL_GENERALOTTO,0010
16834,J,F010-000495K1,AC,0020
16834,J,F010-000495K1,AC,0030
16834,J,F010-000495K1,AC,0040
16834,J,F010-000495K1,ASC,0050
